transaction_id,date,time_id,passenger_id,route_id,route_name,bus_id,bus_number,bus_type,fuel_type,capacity,source_stop,destination_stop,boarding_time,age_group,gender,ticket_type,fare_type_id,fare_code,discount_percent,base_fare,actual_fare,concession_flag,zone_source,zone_dest,region_source,region_dest,distance_km,day_of_week,season,holiday_flag,peak_hour_flag,frequency_weekday,frequency_sunday,first_bus,last_bus
1329,2025-06-12,163,11329,10,40,37,MH04EW8963,Non-AC,CNG,48,Ramnath Solar,Bajrang Hotel,09:53:00,Adult,Male,Single,1,REGULAR,0.0,8.7,8.7,FALSE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Thursday,Summer,FALSE,FALSE,69,69,08:10:00,20:03:00
1330,2025-06-12,163,11330,10,40,37,MH04EW8963,Non-AC,CNG,48,Punjab Puja Hotel,Gotheghar (Hotel Govardhan),09:53:00,Child,Male,Single,4,CHILD,50.0,8.7,4.35,TRUE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Thursday,Summer,FALSE,FALSE,69,69,08:10:00,20:03:00
1331,2024-10-20,294,11331,10,40,34,MH04RM3026,Non-AC,CNG,47,Bagade Engineers,Karmnagari,11:11:00,Student,Female,Single,2,STUDENT,25.0,17.02,12.77,TRUE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Sunday,Winter,TRUE,FALSE,69,69,08:10:00,20:03:00
1332,2024-10-20,294,11332,10,40,34,MH04RM3026,Non-AC,CNG,47,Krishna Steel,Khadichi Machine,11:11:00,Child,Female,Return,4,CHILD,50.0,8.7,8.7,TRUE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Sunday,Winter,TRUE,FALSE,69,69,08:10:00,20:03:00
1333,2024-10-20,294,11333,10,40,34,MH04RM3026,Non-AC,CNG,47,Turbhe Naka (Flyover End),Dahisar Gaon Naka,11:11:00,Student,Female,Monthly,2,STUDENT,25.0,20.8,15.6,TRUE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Sunday,Winter,TRUE,FALSE,69,69,08:10:00,20:03:00
1334,2024-10-20,294,11334,10,40,33,MH04BI1529,Non-AC,CNG,47,Shil Daighar Police Station,Khot Bungalow,06:23:00,Child,Male,Return,4,CHILD,50.0,8.7,8.7,TRUE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Sunday,Winter,TRUE,FALSE,69,69,08:10:00,20:03:00
1335,2024-10-20,294,11335,10,40,33,MH04BI1529,Non-AC,CNG,47,Sanpada Highway,Turbhe Naka,06:23:00,Student,Male,Weekly,2,STUDENT,25.0,8.7,6.52,TRUE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Sunday,Winter,TRUE,FALSE,69,69,08:10:00,20:03:00
1336,2024-10-20,294,11336,10,40,33,MH04BI1529,Non-AC,CNG,47,Navratna Hotel Vashi,Kalyan Phata (Datta Mandir),06:23:00,Adult,Female,Return,1,REGULAR,0.0,21.43,42.87,FALSE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Sunday,Winter,TRUE,FALSE,69,69,08:10:00,20:03:00
1337,2024-10-20,294,11337,10,40,33,MH04BI1529,Non-AC,CNG,47,Dambar Plant,Sunravi Printers,06:23:00,Adult,Male,Single,1,REGULAR,0.0,8.7,8.7,FALSE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Sunday,Winter,TRUE,FALSE,69,69,08:10:00,20:03:00
1338,2024-10-20,294,11338,10,40,33,MH04BI1529,Non-AC,CNG,47,Saint Lawrence High School (Vashi),Dahisar Gaon Naka,06:23:00,Child,Female,Single,4,CHILD,50.0,25.22,12.61,TRUE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Sunday,Winter,TRUE,FALSE,69,69,08:10:00,20:03:00
1339,2024-10-20,294,11339,10,40,33,MH04BI1529,Non-AC,CNG,47,Hayko,Lipi Computers,06:23:00,Student,Male,Single,2,STUDENT,25.0,8.7,6.52,TRUE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Sunday,Winter,TRUE,FALSE,69,69,08:10:00,20:03:00
1340,2024-10-20,294,11340,10,40,36,MH04EF7765,Non-AC,CNG,54,Mafco Market Sanpada,Khadichi Machine,11:30:00,Adult,Female,Return,1,REGULAR,0.0,14.5,29.0,FALSE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Sunday,Winter,TRUE,FALSE,69,69,08:10:00,20:03:00
1341,2024-12-12,347,11341,10,40,38,MH04HH4045,Non-AC,CNG,44,Ramnath Solar,Khot Bungalow,11:47:00,Student,Male,Monthly,2,STUDENT,25.0,11.98,8.98,TRUE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Thursday,Winter,FALSE,FALSE,69,69,08:10:00,20:03:00
1342,2024-12-12,347,11342,10,40,38,MH04HH4045,Non-AC,CNG,44,Hayko,Dahisar Mori / Pimpri,11:47:00,Adult,Male,Single,1,REGULAR,0.0,14.5,14.5,FALSE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Thursday,Winter,FALSE,FALSE,69,69,08:10:00,20:03:00
1343,2024-12-12,347,11343,10,40,38,MH04HH4045,Non-AC,CNG,44,Dahisar Mori / Pimpri,Karmnagari,11:47:00,Child,Male,Return,4,CHILD,50.0,8.7,8.7,TRUE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Thursday,Winter,FALSE,FALSE,69,69,08:10:00,20:03:00
1344,2024-12-12,347,11344,10,40,38,MH04HH4045,Non-AC,CNG,44,Ramnath Solar,Gotheghar (Hotel Govardhan),11:47:00,Child,Male,Single,4,CHILD,50.0,10.09,5.04,TRUE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Thursday,Winter,FALSE,FALSE,69,69,08:10:00,20:03:00
1345,2024-09-07,251,11345,10,40,38,MH04HH4045,Non-AC,CNG,44,Turbhe Naka,Khadichi Machine,13:59:00,Adult,Female,Single,1,REGULAR,0.0,11.35,11.35,FALSE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Saturday,Monsoon,TRUE,FALSE,69,69,08:10:00,20:03:00
1346,2024-09-07,251,11346,10,40,34,MH04RM3026,Non-AC,CNG,47,Hayko,Bhandarli Gaon,18:03:00,Adult,Male,Single,1,REGULAR,0.0,13.24,13.24,FALSE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Saturday,Monsoon,TRUE,TRUE,69,69,08:10:00,20:03:00
1347,2024-09-07,251,11347,10,40,34,MH04RM3026,Non-AC,CNG,47,Mahape Junction,Khot Bungalow,18:03:00,Child,Female,Single,4,CHILD,50.0,10.09,5.04,TRUE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Saturday,Monsoon,TRUE,TRUE,69,69,08:10:00,20:03:00
1348,2025-07-25,206,11348,10,40,35,MH04MO7217,Non-AC,Diesel,48,Nelco Mahape,Shil Phata Mahape Road,21:40:00,Adult,Female,Single,1,REGULAR,0.0,8.7,8.7,FALSE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Friday,Monsoon,FALSE,FALSE,69,69,08:10:00,20:03:00
1349,2025-07-25,206,11349,10,40,35,MH04MO7217,Non-AC,Diesel,48,Turbhe Naka,Krishna Steel,21:40:00,Adult,Male,Single,1,REGULAR,0.0,8.7,8.7,FALSE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Friday,Monsoon,FALSE,FALSE,69,69,08:10:00,20:03:00
1350,2025-07-25,206,11350,10,40,38,MH04HH4045,Non-AC,CNG,44,Mahape Junction,Bajrang Hotel,16:11:00,Student,Female,Monthly,2,STUDENT,25.0,8.7,6.52,TRUE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Friday,Monsoon,FALSE,FALSE,69,69,08:10:00,20:03:00
1351,2025-07-25,206,11351,10,40,38,MH04HH4045,Non-AC,CNG,44,Khadichi Machine,Shil Phata Mahape Road,14:53:00,Adult,Female,Single,1,REGULAR,0.0,8.7,8.7,FALSE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Friday,Monsoon,FALSE,FALSE,69,69,08:10:00,20:03:00
1352,2025-07-25,206,11352,10,40,38,MH04HH4045,Non-AC,CNG,44,Krishna Steel,Nelco Mahape,14:53:00,Student,Female,Monthly,2,STUDENT,25.0,8.7,6.52,TRUE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Friday,Monsoon,FALSE,FALSE,69,69,08:10:00,20:03:00
1353,2025-07-25,206,11353,10,40,38,MH04HH4045,Non-AC,CNG,44,Mahape Junction,Dahisar Gaon Naka,14:53:00,Child,Female,Single,4,CHILD,50.0,11.98,5.99,TRUE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Friday,Monsoon,FALSE,FALSE,69,69,08:10:00,20:03:00
1354,2025-07-25,206,11354,10,40,38,MH04HH4045,Non-AC,CNG,44,Karmnagari,Dahisar Gaon Naka,14:53:00,Adult,Male,Monthly,6,MONTHLY,15.0,8.7,7.39,TRUE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Friday,Monsoon,FALSE,FALSE,69,69,08:10:00,20:03:00
1355,2025-07-25,206,11355,10,40,38,MH04HH4045,Non-AC,CNG,44,Lubrizol Company | Indiranagar,Nelco Mahape,14:53:00,Student,Female,Monthly,2,STUDENT,25.0,8.7,6.52,TRUE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Friday,Monsoon,FALSE,FALSE,69,69,08:10:00,20:03:00
1356,2025-07-25,206,11356,10,40,38,MH04HH4045,Non-AC,CNG,44,Mahape Junction,Cidco Water Supply,14:53:00,Adult,Female,Single,1,REGULAR,0.0,8.7,8.7,FALSE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Friday,Monsoon,FALSE,FALSE,69,69,08:10:00,20:03:00
1357,2025-07-25,206,11357,10,40,38,MH04HH4045,Non-AC,CNG,44,Karmnagari,Dahisar Gaon Naka,14:53:00,Adult,Male,Single,1,REGULAR,0.0,8.7,8.7,FALSE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Friday,Monsoon,FALSE,FALSE,69,69,08:10:00,20:03:00
1358,2025-07-25,206,11358,10,40,33,MH04BI1529,Non-AC,CNG,47,Sanpada Station,Nelco Mahape,10:48:00,Student,Male,Monthly,2,STUDENT,25.0,9.46,7.09,TRUE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Friday,Monsoon,FALSE,FALSE,69,69,08:10:00,20:03:00
1359,2025-07-25,206,11359,10,40,33,MH04BI1529,Non-AC,CNG,47,Pawan Industries,Mahape Gaon,10:48:00,Adult,Female,Monthly,6,MONTHLY,15.0,8.7,7.39,TRUE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Friday,Monsoon,FALSE,FALSE,69,69,08:10:00,20:03:00
1360,2025-07-25,206,11360,10,40,34,MH04RM3026,Non-AC,CNG,47,Adavali Bhutawali,Khadichi Machine,06:16:00,Child,Female,Return,4,CHILD,50.0,8.7,8.7,TRUE,Harbour_Line,Thane,Navi_Mumbai,Thane_District,42.8,Friday,Monsoon,FALSE,FALSE,69,69,08:10:00,20:03:00
1361,2025-05-13,133,11361,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Karamil School,Dr.B.R.Ambedkar Chowk / Kamothe Police Station,10:21:00,Child,Male,Single,4,CHILD,50.0,22.5,11.25,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Tuesday,Summer,FALSE,FALSE,35,40,06:30:00,21:00:00
1362,2025-05-13,133,11362,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Sai Amrut Towers,Krushna Hotel / Swastik Krushna Society,10:21:00,Adult,Male,Single,1,REGULAR,0.0,33.75,33.75,FALSE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Tuesday,Summer,FALSE,FALSE,35,40,06:30:00,21:00:00
1363,2024-09-04,248,11363,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Dr.B.R.Ambedkar Chowk / Kamothe Police Station,Krushna Hotel / Swastik Krushna Society,16:16:00,Student,Female,Weekly,2,STUDENT,25.0,13.5,10.12,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Wednesday,Monsoon,FALSE,FALSE,35,40,06:30:00,21:00:00
1364,2024-09-04,248,11364,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Police Commissioner Office (Kalamboli),Jain Park,16:16:00,Child,Male,Return,4,CHILD,50.0,33.75,33.75,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Wednesday,Monsoon,FALSE,FALSE,35,40,06:30:00,21:00:00
1365,2024-09-04,248,11365,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Kalamboli Chowk (M.G.M.Hospital),Kalamboli Colony,16:16:00,Adult,Male,Monthly,6,MONTHLY,15.0,13.5,11.47,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Wednesday,Monsoon,FALSE,FALSE,35,40,06:30:00,21:00:00
1366,2024-09-04,248,11366,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Karamil School,Kalamboli Chowk (Mumbra Road),16:16:00,Student,Male,Monthly,2,STUDENT,25.0,13.5,10.12,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Wednesday,Monsoon,FALSE,FALSE,35,40,06:30:00,21:00:00
1367,2024-09-04,248,11367,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Nilkanth Majestic,Kalamboli Chowk (M.G.M.Hospital),16:16:00,Senior,Female,Single,3,SENIOR,50.0,26.25,13.12,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Wednesday,Monsoon,FALSE,FALSE,35,40,06:30:00,21:00:00
1368,2024-11-02,307,11368,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Kamothe Village / K.L.E College,Mansarovar Railway Station,17:57:00,Adult,Female,Single,1,REGULAR,0.0,13.5,13.5,FALSE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Saturday,Winter,TRUE,TRUE,35,40,06:30:00,21:00:00
1369,2024-11-02,307,11369,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Kalamboli Chowk (Mumbra Road),Mansarovar Railway Station,17:57:00,Adult,Female,Return,1,REGULAR,0.0,16.88,33.75,FALSE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Saturday,Winter,TRUE,TRUE,35,40,06:30:00,21:00:00
1370,2024-11-02,307,11370,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Mothi Jui Phata,Mansarovar Railway Station,17:57:00,Student,Other,Single,2,STUDENT,25.0,13.5,10.12,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Saturday,Winter,TRUE,TRUE,35,40,06:30:00,21:00:00
1371,2024-11-02,307,11371,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Fire Brigade Kalamboli / Abhyudaya Bank,Kalamboli Gaon,17:57:00,Adult,Male,Return,1,REGULAR,0.0,13.5,27.0,FALSE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Saturday,Winter,TRUE,TRUE,35,40,06:30:00,21:00:00
1372,2024-11-02,307,11372,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Patel Plaza,Mansarovar Railway Station,17:57:00,Adult,Male,Single,1,REGULAR,0.0,13.5,13.5,FALSE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Saturday,Winter,TRUE,TRUE,35,40,06:30:00,21:00:00
1373,2025-04-03,93,11373,11,56 V.AC,39,MH04NN3035,AC,Diesel,32,Patel Plaza,Mothi Jui Phata,11:44:00,Senior,Female,Single,3,SENIOR,50.0,13.5,6.75,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Summer,FALSE,FALSE,35,40,06:30:00,21:00:00
1374,2025-04-03,93,11374,11,56 V.AC,39,MH04NN3035,AC,Diesel,32,Karamil School,Kalamboli Gaon,11:44:00,Child,Female,Single,4,CHILD,50.0,13.5,6.75,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Summer,FALSE,FALSE,35,40,06:30:00,21:00:00
1375,2025-04-03,93,11375,11,56 V.AC,39,MH04NN3035,AC,Diesel,32,Fire Brigade Kalamboli / Abhyudaya Bank,Mothi Jui Phata,11:44:00,Adult,Female,Weekly,7,WEEKLY,10.0,18.75,16.88,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Summer,FALSE,FALSE,35,40,06:30:00,21:00:00
1376,2025-04-03,93,11376,11,56 V.AC,39,MH04NN3035,AC,Diesel,32,Kalamboli Colony,Kamothe Village / K.L.E College,11:44:00,Adult,Other,Weekly,7,WEEKLY,10.0,13.5,12.15,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Summer,FALSE,FALSE,35,40,06:30:00,21:00:00
1377,2025-04-03,93,11377,11,56 V.AC,39,MH04NN3035,AC,Diesel,32,Fire Brigade Kalamboli / Abhyudaya Bank,Jain Park,11:44:00,Adult,Male,Single,1,REGULAR,0.0,13.5,13.5,FALSE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Summer,FALSE,FALSE,35,40,06:30:00,21:00:00
1378,2025-04-03,93,11378,11,56 V.AC,39,MH04NN3035,AC,Diesel,32,Kalamboli Sector 16 Roadpali,Kalamboli Chowk (Mumbra Road),11:44:00,Child,Female,Single,4,CHILD,50.0,18.75,9.38,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Summer,FALSE,FALSE,35,40,06:30:00,21:00:00
1379,2025-04-03,93,11379,11,56 V.AC,39,MH04NN3035,AC,Diesel,32,Mothi Jui Phata,Mansarovar Railway Station,13:30:00,Adult,Female,Monthly,6,MONTHLY,15.0,13.5,11.47,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Summer,FALSE,FALSE,35,40,06:30:00,21:00:00
1380,2025-04-03,93,11380,11,56 V.AC,39,MH04NN3035,AC,Diesel,32,Kalamboli Gaon,Krushna Hotel / Swastik Krushna Society,13:30:00,Adult,Female,Weekly,7,WEEKLY,10.0,13.5,12.15,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Summer,FALSE,FALSE,35,40,06:30:00,21:00:00
1381,2025-04-03,93,11381,11,56 V.AC,39,MH04NN3035,AC,Diesel,32,Talav Chowk,Kalamboli Chowk (M.G.M.Hospital),13:30:00,Child,Male,Single,4,CHILD,50.0,22.5,11.25,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Summer,FALSE,FALSE,35,40,06:30:00,21:00:00
1382,2025-04-03,93,11382,11,56 V.AC,39,MH04NN3035,AC,Diesel,32,Kalamboli Colony,Patel Plaza,13:30:00,Adult,Female,Single,1,REGULAR,0.0,13.5,13.5,FALSE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Summer,FALSE,FALSE,35,40,06:30:00,21:00:00
1383,2025-04-03,93,11383,11,56 V.AC,39,MH04NN3035,AC,Diesel,32,Mothi Jui Phata,Mansarovar Railway Station,13:30:00,Adult,Female,Single,1,REGULAR,0.0,13.5,13.5,FALSE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Summer,FALSE,FALSE,35,40,06:30:00,21:00:00
1384,2025-04-03,93,11384,11,56 V.AC,39,MH04NN3035,AC,Diesel,32,Jain Park,Patel Plaza,13:30:00,Child,Female,Single,4,CHILD,50.0,13.5,6.75,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Summer,FALSE,FALSE,35,40,06:30:00,21:00:00
1385,2025-04-03,93,11385,11,56 V.AC,39,MH04NN3035,AC,Diesel,32,Satyam Tower,Dr.B.R.Ambedkar Chowk / Kamothe Police Station,13:30:00,Adult,Male,Monthly,6,MONTHLY,15.0,20.62,17.53,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Summer,FALSE,FALSE,35,40,06:30:00,21:00:00
1386,2025-04-03,93,11386,11,56 V.AC,39,MH04NN3035,AC,Diesel,32,Mothi Jui Phata,Mansarovar Railway Station,22:30:00,Adult,Male,Single,1,REGULAR,0.0,13.5,13.5,FALSE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Summer,FALSE,FALSE,35,40,06:30:00,21:00:00
1387,2024-12-26,361,11387,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Kalamboli Chowk (Mumbra Road),Dr.B.R.Ambedkar Chowk / Kamothe Police Station,11:17:00,Child,Female,Single,4,CHILD,50.0,13.5,6.75,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Winter,FALSE,FALSE,35,40,06:30:00,21:00:00
1388,2024-12-26,361,11388,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Sai Amrut Towers,Church / S.T.Sub Station,11:17:00,Child,Female,Single,4,CHILD,50.0,13.5,6.75,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Winter,FALSE,FALSE,35,40,06:30:00,21:00:00
1389,2024-12-26,361,11389,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Kalamboli Bus Station,Kalamboli Chowk (M.G.M.Hospital),11:17:00,Adult,Male,Monthly,6,MONTHLY,15.0,13.5,11.47,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Winter,FALSE,FALSE,35,40,06:30:00,21:00:00
1390,2024-12-26,361,11390,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Mothi Jui Phata,Mansarovar Railway Station,11:17:00,Student,Female,Monthly,2,STUDENT,25.0,13.5,10.12,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Winter,FALSE,FALSE,35,40,06:30:00,21:00:00
1391,2024-12-26,361,11391,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Fire Brigade Kalamboli / Abhyudaya Bank,Mansarovar Railway Station,11:17:00,Child,Female,Return,4,CHILD,50.0,20.62,20.62,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Winter,FALSE,FALSE,35,40,06:30:00,21:00:00
1392,2024-12-26,361,11392,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Mothi Jui Phata,Mansarovar Railway Station,11:17:00,Adult,Male,Weekly,7,WEEKLY,10.0,13.5,12.15,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Winter,FALSE,FALSE,35,40,06:30:00,21:00:00
1393,2024-12-26,361,11393,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Kamothe Village / K.L.E College,Jain Park,11:17:00,Student,Male,Monthly,2,STUDENT,25.0,13.5,10.12,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Winter,FALSE,FALSE,35,40,06:30:00,21:00:00
1394,2024-12-26,361,11394,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Mothi Jui Phata,Mansarovar Railway Station,11:17:00,Adult,Female,Monthly,6,MONTHLY,15.0,13.5,11.47,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Winter,FALSE,FALSE,35,40,06:30:00,21:00:00
1395,2024-12-26,361,11395,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Mothi Jui Phata,Mansarovar Railway Station,11:17:00,Senior,Male,Return,3,SENIOR,50.0,13.5,13.5,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Winter,FALSE,FALSE,35,40,06:30:00,21:00:00
1396,2024-12-26,361,11396,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Karamil School,Satyam Tower,11:17:00,Child,Female,Return,4,CHILD,50.0,13.5,13.5,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Winter,FALSE,FALSE,35,40,06:30:00,21:00:00
1397,2024-12-26,361,11397,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Church / S.T.Sub Station,Kalamboli Gaon,11:17:00,Adult,Female,Single,1,REGULAR,0.0,13.5,13.5,FALSE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Winter,FALSE,FALSE,35,40,06:30:00,21:00:00
1398,2024-12-26,361,11398,11,56 V.AC,41,MH04VO3690,AC,Diesel,34,Krushna Hotel / Swastik Krushna Society,Mansarovar Railway Station,11:17:00,Adult,Male,Single,1,REGULAR,0.0,13.5,13.5,FALSE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Thursday,Winter,FALSE,FALSE,35,40,06:30:00,21:00:00
1399,2024-09-17,261,11399,11,56 V.AC,40,MH04LT7132,AC,Electric,35,Maharashtra School Sector 13,Patel Plaza,22:08:00,Child,Male,Return,4,CHILD,50.0,30.0,30.0,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Tuesday,Monsoon,FALSE,FALSE,35,40,06:30:00,21:00:00
1400,2024-09-17,261,11400,11,56 V.AC,40,MH04LT7132,AC,Electric,35,Police Commissioner Office (Kalamboli),Kalamboli Colony,22:08:00,Child,Female,Single,4,CHILD,50.0,30.0,15.0,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Tuesday,Monsoon,FALSE,FALSE,35,40,06:30:00,21:00:00
1401,2024-09-17,261,11401,11,56 V.AC,40,MH04LT7132,AC,Electric,35,Kalamboli Chowk (M.G.M.Hospital),Mothi Jui Phata,22:08:00,Adult,Male,Single,1,REGULAR,0.0,13.5,13.5,FALSE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Tuesday,Monsoon,FALSE,FALSE,35,40,06:30:00,21:00:00
1402,2024-09-17,261,11402,11,56 V.AC,40,MH04LT7132,AC,Electric,35,Church / S.T.Sub Station,Fire Brigade Kalamboli / Abhyudaya Bank,22:08:00,Student,Male,Single,2,STUDENT,25.0,13.5,10.12,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Tuesday,Monsoon,FALSE,FALSE,35,40,06:30:00,21:00:00
1403,2024-09-17,261,11403,11,56 V.AC,40,MH04LT7132,AC,Electric,35,Kamothe Village / K.L.E College,Krushna Hotel / Swastik Krushna Society,22:08:00,Adult,Female,Daily,8,DAILY,5.0,13.5,12.82,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Tuesday,Monsoon,FALSE,FALSE,35,40,06:30:00,21:00:00
1404,2024-09-17,261,11404,11,56 V.AC,40,MH04LT7132,AC,Electric,35,Gurudwara Kalamboli,Patel Plaza,22:08:00,Child,Female,Single,4,CHILD,50.0,28.12,14.06,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Tuesday,Monsoon,FALSE,FALSE,35,40,06:30:00,21:00:00
1405,2024-09-17,261,11405,11,56 V.AC,40,MH04LT7132,AC,Electric,35,Police Commissioner Office (Kalamboli),Krushna Hotel / Swastik Krushna Society,22:08:00,Adult,Female,Single,1,REGULAR,0.0,37.5,37.5,FALSE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Tuesday,Monsoon,FALSE,FALSE,35,40,06:30:00,21:00:00
1406,2024-09-17,261,11406,11,56 V.AC,40,MH04LT7132,AC,Electric,35,Krushna Hotel / Swastik Krushna Society,Mansarovar Railway Station,22:08:00,Adult,Female,Monthly,6,MONTHLY,15.0,13.5,11.47,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Tuesday,Monsoon,FALSE,FALSE,35,40,06:30:00,21:00:00
1407,2024-09-17,261,11407,11,56 V.AC,40,MH04LT7132,AC,Electric,35,Police Commissioner Office (Kalamboli),Gurudwara Kalamboli,22:08:00,Student,Male,Single,2,STUDENT,25.0,13.5,10.12,TRUE,Panvel,Panvel,Raigad_District,Raigad_District,15.2,Tuesday,Monsoon,FALSE,FALSE,35,40,06:30:00,21:00:00
